Marka,Model,Rok produkcji,Przebieg,Pojemnosc silnika,Moc,Rodzaj paliwa,Skrzynia biegow,Kolor,Cena
Dacia,Sandero Stepway,2018,19200,900,90,Benzyna,manualna,biały,37900
Audi,A6,2005,250000,3000,225,Olej Napędowy,automatyczna,granatowy metalik,19900
Toyota,Yaris,2000,136000,998,50,Benzyna,automatyczna,srebrny,5500
Audi,A6,2013,278000,2000,177,Olej Napędowy,automatyczna,szary metalik,62000
Opel,Corsa,1995,226000,1200,50,Benzyna,manualna,niebieski,1350
BMW,Seria 5,2005,220000,3000,218,Olej Napędowy,automatyczna,srebrny,24900
Audi,A4,2003,275000,1900,131,Olej Napędowy,manualna,srebrny,12800
Rover,45,2002,223,1588,105,Benzyna,manualna,srebrny metalik,1800
Opel,Antara,2008,179,2000,150,Olej Napędowy,manualna,biały metalik,25000
Toyota,Corolla,2005,223500,1400,90,Olej Napędowy,automatyczna,srebrny metalik,12600
BMW,Seria 3,2006,171559,1998,129,Benzyna,manualna,granatowy metalik,21000
Renault,Scenic,2000,309000,1600,109,Benzyna,manualna,biały,4200
Audi,A4,2001,277779,1986,170,Olej Napędowy,manualna,srebrny metalik,8000
BMW,Seria 3,2003,193,1896,120,Benzyna,manualna,srebrny,11000
Honda,Civic,2007,199630,1800,140,Benzyna,manualna,beżowy metalik,23500
Renault,Laguna,2008,264000,2000,150,Olej Napędowy,manualna,czarny metalik,15700
Ford,Galaxy,2011,215000,2000,140,Olej Napędowy,manualna,srebrny metalik,35000
Peugeot,407,2005,250000,1998,137,Olej Napędowy,manualna,szary,9000
Volkswagen,Passat,2013,105000,2000,140,Olej Napędowy,manualna,srebrny,44000
Toyota,Avensis,2007,240000,1998,126,Olej Napędowy,manualna,srebrny metalik,16800
Volkswagen,Passat,1999,216543,1900,160,Olej Napędowy,manualna,zielony metalik,2500
BMW,Seria 3,2002,192000,1800,118,Benzyna,manualna,srebrny metalik,8999
Audi,A4,2003,500,1900,131,Olej Napędowy,manualna,granatowy metalik,13900
Renault,Megane,2011,258000,1461,110,Olej Napędowy,manualna,grafitowy metalik,19500
Ford,C-MAX,2008,262000,2000,142,Olej Napędowy,manualna,czarny metalik,10000
Audi,A4,2000,203667,1781,150,Benzyna,manualna,granatowy,10500
Toyota,Avensis,2009,166700,1800,147,Autogaz,manualna,srebrny metalik,35900
Renault,Laguna,2008,264000,2000,150,Olej Napędowy,manualna,czarny metalik,16700
Peugeot,407,2005,310,1,110,Olej Napędowy,manualna,biały,6800
Volkswagen,Passat,1994,400000,1900,90,Olej Napędowy,manualna,fioletowy metalik,1650
Fiat,Linea,2009,238000,1600,105,Olej Napędowy,manualna,beżowy metalik,12900
Peugeot,206,2005,186,1400,75,Autogaz,manualna,srebrny metalik,4200
Mazda,3,2010,177000,1600,110,Olej Napędowy,manualna,brązowy,18500
BMW,X1,2013,143390,1995,146,Olej Napędowy,manualna,czarny metalik,43900
Opel,Zafira,2006,188000,1,140,Benzyna,manualna,czarny metalik,14100
Volkswagen,Passat,2001,289000,1,130,Olej Napędowy,manualna,srebrny metalik,7700
Renault,Espace,2005,256425,2200,150,Olej Napędowy,manualna,granatowy metalik,13000
Opel,Frontera,2001,205050,3165,205,Benzyna,automatyczna,czarny metalik,24900
Citroën,C4 Grand Picasso,2016,270,1600,100,Olej Napędowy,manualna,biały metalik,32000
Volvo,V50,2006,379,2000,136,Olej Napędowy,manualna,srebrny,9000
Opel,Astra,2008,29000,1700,125,Olej Napędowy,manualna,grafitowy metalik,9400
Honda,Civic,2003,243329,1686,1,Olej Napędowy,manualna,srebrny metalik,1900
Seat,Altea,2010,178600,1588,105,Olej Napędowy,manualna,grafitowy metalik,18900
Hyundai,Santa Fe,2019,35000,2400,190,Benzyna,automatyczna,srebrny metalik,115000
Mercedes-Benz,Klasa C,2010,94000,2143,136,Olej Napędowy,manualna,zielony metalik,40500
BMW,Seria 3,1993,250000,1800,140,Benzyna,manualna,czarny metalik,6700
Audi,A3,2008,287000,2000,170,Olej Napędowy,manualna,biały,25500
Volkswagen,Polo,2003,209313,1198,47,Benzyna,manualna,grafitowy,5200
BMW,Seria 3,2007,275,318,165,Olej Napędowy,manualna,grafitowy,19500
Renault,Kangoo,2002,320,1900,90,Olej Napędowy,manualna,granatowy,4100
Audi,A4,2005,331600,1968,140,Olej Napędowy,manualna,czarny,13800
Audi,A4,2002,197965,1781,110,Benzyna,automatyczna,czarny metalik,10000
Opel,Corsa,2008,128000,1300,75,Olej Napędowy,manualna,srebrny metalik,7000
Fiat,Punto,2003,198,1242,60,Benzyna,manualna,niebieski metalik,3500
Audi,A3,2005,250000,2000,140,Olej Napędowy,manualna,czarny metalik,16500
Opel,Insignia,2009,222000,2000,130,Olej Napędowy,manualna,szary metalik,27500
Peugeot,307,2004,370000,2000,136,Olej Napędowy,manualna,czarny metalik,2200
Volvo,V40,2000,30000,2,2,Autogaz,manualna,fioletowy,3300
Suzuki,Wagon R+,2000,227670,1298,75,Benzyna,manualna,żółty,2600
Opel,Corsa,2001,224608,1,1,Olej Napędowy,manualna,niebieski,4000
Seat,Leon,2002,250000,1600,102,Benzyna,manualna,srebrny metalik,3600
Mercedes-Benz,ML,2006,363200,3000,300,Olej Napędowy,automatyczna,czarny,37000
Opel,Astra,1998,280000,1600,80,Autogaz,manualna,czerwony,4500
Seat,Leon,2009,135000,1390,125,Benzyna,manualna,czarny,17900
Opel,Insignia,2011,219000,2,160,Olej Napędowy,automatyczna,szary metalik,29900
Nissan,Qashqai,2019,11000,1332,140,Benzyna,manualna,czarny metalik,82600
Audi,A4,2001,244000,2000,131,Autogaz,manualna,szary metalik,9500
Renault,Scenic,2001,165000,1870,102,Olej Napędowy,manualna,srebrny,4300
Hyundai,i30,2010,133746,1400,109,Benzyna,manualna,srebrny metalik,19999
Renault,Laguna,2011,215000,1461,110,Olej Napędowy,manualna,brązowy metalik,23900
Peugeot,207,2008,225000,14,74,Benzyna,manualna,złoty metalik,9900
Renault,Scenic RX4,2001,260000,1900,105,Olej Napędowy,manualna,zielony,5600
Audi,A4,2004,332000,1900,130,Olej Napędowy,automatyczna,czarny metalik,11000
Opel,Astra,2005,320,1,150,Olej Napędowy,manualna,niebieski,8900
Volkswagen,Passat,2004,330000,1900,130,Olej Napędowy,manualna,srebrny metalik,5800
Mazda,CX-7,2008,130000,2300,260,Benzyna,automatyczna,biały metalik,23500
Opel,Vectra,2007,251000,1900,120,Olej Napędowy,manualna,czarny,5000
Opel,Zafira,2000,345,1,116,Autogaz,manualna,brązowy metalik,4500
Volkswagen,Passat,2001,348000,1900,130,Olej Napędowy,manualna,niebieski,6000
Peugeot,206 CC,2005,164,1,110,Benzyna,manualna,czarny metalik,9000
Ford,Mondeo,2010,260000,2000,140,Olej Napędowy,manualna,czarny metalik,22000
Kia,Cee'd,2009,158000,1400,90,Benzyna,manualna,beżowy,19900
Renault,Clio,2008,199000,1149,60,Benzyna,manualna,szary metalik,6300
Peugeot,206,2005,170000,1180,60,Benzyna,manualna,niebieski metalik,5200
Opel,Zafira,2006,280000,1980,120,Olej Napędowy,manualna,granatowy metalik,13
Fiat,Tipo,2016,53200,1368,95,Benzyna,manualna,niebieski metalik,34500
Opel,Agila,2002,187000,1,55,Benzyna,sekwencyjna,granatowy metalik,3700
Peugeot,406 Coupe,1998,309000,20000,132,Autogaz,sekwencyjna,niebieski,3600
Volkswagen,Passat,2003,299,1900,130,Olej Napędowy,manualna,szary,8500
Ford,Mondeo,2002,299970,2999,226,Autogaz,manualna,srebrny,12900
Honda,Civic,2008,193800,1800,140,Benzyna,manualna,czarny metalik,23900
Fiat,Sedici,2013,200000,1590,120,Benzyna,manualna,wiśniowy metalik,27500
Toyota,RAV4,2005,211,1799,116,Benzyna,manualna,srebrny metalik,19
Mitsubishi,Pajero,2001,230000,3200,160,Olej Napędowy,manualna,szary metalik,15500
Volkswagen,Passat,2001,430000,1900,101,Olej Napędowy,manualna,złoty metalik,4900
Jaguar,X-Type,2004,180000,2500,197,Benzyna,automatyczna,czarny metalik,5500
Citroën,C3,2013,192500,1398,67,Benzyna,manualna,czarny,18000
Land Rover,Freelander,1999,167,2000,100,Olej Napędowy,manualna,srebrny,7900
Peugeot,207,2009,92000,1600,110,Olej Napędowy,manualna,srebrny metalik,13900
Audi,A3,2001,312000,1800,150,Benzyna,manualna,niebieski,9000
Mercedes-Benz,CLK,2003,204000,2700,170,Olej Napędowy,automatyczna,srebrny,18500
Opel,Zafira,2002,227000,1998,200,Benzyna,manualna,niebieski metalik,8500
Mazda,323F,2002,250000,1998,101,Olej Napędowy,manualna,czarny metalik,3250
Audi,A6,2008,263000,2700,190,Olej Napędowy,automatyczna,niebieski metalik,27000
Audi,A4,1996,311000,1896,90,Olej Napędowy,manualna,czerwony metalik,5400
Audi,A3,1997,1900,1600,105,Benzyna,manualna,srebrny metalik,2200
Volkswagen,Golf,2001,280,1900,130,Olej Napędowy,manualna,niebieski metalik,3800
Nissan,Terrano,2000,300,2,125,Olej Napędowy,manualna,zielony,25000
Citroën,Xsara Picasso,2005,227000,1800,115,Benzyna,manualna,srebrny metalik,5200
Ford,C-MAX,2007,230000,2000,140,Olej Napędowy,manualna,czerwony,12500
Peugeot,206,2004,225506,1560,80,Olej Napędowy,manualna,czarny,4000
Seat,Cordoba,1998,240000,1598,90,Benzyna,manualna,czarny metalik,2900
Opel,Meriva,2009,190,1,102,Olej Napędowy,manualna,czarny,11000
Fiat,Seicento,2000,170000,900,45,Benzyna,manualna,niebieski,2000
Kia,Rio,2015,110000,1248,85,Benzyna,manualna,niebieski,31000
BMW,Seria 5,1999,357500,3,184,Olej Napędowy,manualna,szary metalik,3700
BMW,Seria 3,2003,282600,2000,150,Olej Napędowy,manualna,srebrny metalik,4500
Subaru,Legacy,2006,156000,2000,165,Benzyna,manualna,granatowy metalik,24000
Volkswagen,Passat,2004,320,1,130,Olej Napędowy,manualna,szary metalik,2500
Opel,Zafira,2000,250000,2000,101,Olej Napędowy,manualna,czarny,1650
BMW,Seria 5,2010,120300,3000,306,Benzyna,automatyczna,grafitowy metalik,42000
Audi,A6,2006,295000,3000,233,Olej Napędowy,automatyczna,czarny metalik,20000
Peugeot,508,2015,192000,2000,150,Olej Napędowy,manualna,srebrny,46000
Mercedes-Benz,Klasa E,2000,280000,2000,163,Benzyna,manualna,granatowy,5000
Mercedes-Benz,W124,1991,400000,3000,116,Olej Napędowy,manualna,grafitowy,10000
Seat,Leon,2008,239500,2000,170,Olej Napędowy,manualna,czarny metalik,20500
Volvo,V50,2008,212000,1,110,Olej Napędowy,manualna,szary metalik,15900
Citroën,C5,2003,420000,2,136,Olej Napędowy,manualna,srebrny metalik,4000
Mercedes-Benz,Klasa C,2005,135000,2600,170,Benzyna,automatyczna,biały,24000
Alfa Romeo,147,2004,184000,1600,105,Benzyna,manualna,srebrny metalik,4900
Opel,Astra,2006,299,1900,105,Olej Napędowy,manualna,granatowy metalik,6000
Mazda,6,2008,150,2,150,Benzyna,manualna,srebrny,19500
Peugeot,407,2005,350000,1997,136,Olej Napędowy,manualna,beżowy,7400
Audi,A6,2002,371,2700,317,Autogaz,manualna,srebrny,18500
Opel,Astra,2010,194000,1600,116,Benzyna,manualna,szary metalik,22500
Opel,Astra,1998,230,1,105,Benzyna,manualna,granatowy metalik,2100
Renault,Kangoo,2001,195000,1870,65,Olej Napędowy,manualna,biały,3700
Audi,A4,1999,340,1,110,Olej Napędowy,manualna,srebrny,123
Audi,A6,2004,222040,2496,180,Olej Napędowy,automatyczna,granatowy,9700
Volkswagen,Golf,2000,3720000,1,70,Autogaz,manualna,bordowy,1800
BMW,Seria 3,1999,345000,1999,150,Autogaz,manualna,niebieski,6900
Kia,Rio,2011,173000,1100,75,Olej Napędowy,manualna,czarny metalik,21500
Opel,Corsa,1997,233000,1200,45,Autogaz,manualna,zielony,3000
Ford,Fiesta,2011,245,1399,70,Olej Napędowy,manualna,granatowy,14000
Renault,Laguna,2002,278000,1900,120,Olej Napędowy,manualna,srebrny,2000
Opel,Meriva,2003,295000,1700,101,Olej Napędowy,manualna,granatowy metalik,4000
Toyota,Carina,1997,128000,1600,115,Benzyna,manualna,srebrny,3200
Volkswagen,Passat,1998,458233,1,110,Olej Napędowy,manualna,wiśniowy,3000
Volkswagen,Passat,2003,22000,1900,130,Olej Napędowy,manualna,srebrny metalik,9500
Mazda,CX-7,2008,240,2300,260,Benzyna,automatyczna,czarny metalik,22500
Ford,Fiesta,2010,174000,1400,75,Olej Napędowy,manualna,srebrny,13500
Audi,A4,2000,255,2000,131,Autogaz,manualna,srebrny,1
Volkswagen,Passat,2001,329600,1800,280,Autogaz,manualna,wiśniowy,8500
Peugeot,1007,2006,227948,1398,68,Olej Napędowy,manualna,srebrny metalik,9900
Renault,Megane,2004,156400,2000,140,Benzyna,manualna,beżowy metalik,11500
Opel,Astra,2005,191000,1364,90,Benzyna,manualna,złoty,11500
Renault,Clio,2005,305000,1461,65,Olej Napędowy,manualna,srebrny,3800
Volkswagen,Golf,1999,130000,1400,80,Benzyna,manualna,srebrny,3600
Nissan,Qashqai,2012,197000,1560,110,Olej Napędowy,manualna,brązowy metalik,33000
Nissan,Almera,2005,272193,1461,60,Olej Napędowy,manualna,srebrny,3300
Citroën,C5,2011,280000,1600,112,Olej Napędowy,automatyczna,granatowy,18000
Mercedes-Benz,Klasa C,2006,277000,1800,143,Benzyna,manualna,granatowy metalik,3800
Renault,Megane,2003,240000,1,115,Benzyna,automatyczna,czerwony,5900
BMW,Seria 1,2005,222000,1,129,Benzyna,manualna,brązowy metalik,18600
Škoda,Fabia,2002,124000,1397,60,Benzyna,manualna,szary,5500
Citroën,C4,2006,163400,1400,88,Benzyna,manualna,czerwony,9200
Toyota,Avensis,2008,170000,2,150,Olej Napędowy,manualna,czarny,20900
Toyota,RAV4,2005,230000,2000,85,Olej Napędowy,manualna,szary metalik,17500
Audi,A6,2005,340000,3,225,Olej Napędowy,automatyczna,srebrny,12000
Seat,Ibiza,1998,145000,1000,50,Benzyna,manualna,niebieski,1450
Mitsubishi,Colt,2006,168000,1100,75,Benzyna,manualna,granatowy,7900
Peugeot,3008,2009,199790,1560,109,Olej Napędowy,manualna,beżowy metalik,22900
Audi,A3,1999,360000,1900,110,Olej Napędowy,manualna,grafitowy,7500
Fiat,126,1988,87,650,24,Benzyna,manualna,czerwony,8500
BMW,Seria 3,2006,190000,2200,170,Benzyna,automatyczna,czarny metalik,22
Peugeot,308,2008,207000,1598,120,Benzyna,manualna,szary,9500
Volkswagen,Golf,1999,270000,1,101,Benzyna,manualna,czarny,3500
Renault,Grand Scenic,2014,102,1467,130,Olej Napędowy,automatyczna,szary metalik,32800
Audi,80,1992,300000,2000,115,Autogaz,manualna,niebieski,1500
Ford,Fiesta,2009,187400,1388,97,Autogaz,manualna,granatowy,17800
Renault,Laguna,2001,221000,1,82,Benzyna,manualna,złoty,4500
Audi,A4,2004,248900,1781,163,Autogaz,manualna,czarny,15500
Renault,Megane,2002,220000,1400,98,Benzyna,manualna,niebieski metalik,6600
Audi,A4,1997,230000,1797,125,Benzyna,manualna,granatowy metalik,5500
Honda,Civic,1997,292000,1500,114,Autogaz,manualna,czarny metalik,1500
Audi,A3,2005,288000,1989,140,Olej Napędowy,manualna,bordowy,17500
Renault,Clio,2003,272000,1500,82,Olej Napędowy,manualna,srebrny,2700
Peugeot,307,2001,359000,1997,90,Olej Napędowy,manualna,niebieski,3100
Seat,Leon,2010,180000,1600,105,Olej Napędowy,manualna,srebrny metalik,17500
BMW,Seria 3,1999,360000,2800,193,Autogaz,manualna,czarny metalik,16000
Volkswagen,Golf,2007,282993,1896,105,Olej Napędowy,manualna,czarny,12900
Opel,Insignia,2011,254000,1956,130,Olej Napędowy,manualna,czarny metalik,22700
Opel,Zafira,2003,270000,2,101,Olej Napędowy,manualna,niebieski metalik,4700
Honda,Accord,2009,215302,1997,156,Autogaz,manualna,szary metalik,38500
Škoda,Octavia,2009,299000,1987,160,Autogaz,manualna,grafitowy metalik,17400
Opel,Astra,2010,237,1600,115,Benzyna,manualna,granatowy metalik,14300
BMW,Seria 7,2007,167500,2993,231,Olej Napędowy,automatyczna,czarny metalik,26000
Jeep,Grand Cherokee,1997,278000,3960,180,Benzyna,automatyczna,fioletowy,18000
Mercedes-Benz,Klasa C,1997,250,1800,122,Benzyna,manualna,granatowy,7400
Mercedes-Benz,Klasa C,2005,247000,2148,150,Olej Napędowy,manualna,srebrny metalik,16500
Mercedes-Benz,Klasa C,2004,270000,2200,122,Olej Napędowy,manualna,srebrny metalik,12000
Opel,Zafira,2008,244,1686,110,Olej Napędowy,manualna,czarny,16000
Mitsubishi,Outlander,2008,223,2,156,Olej Napędowy,manualna,grafitowy,21000
Honda,Civic,2002,220000,1,110,Benzyna,manualna,srebrny metalik,6200
Peugeot,308,2008,150000,1600,120,Hybryda,manualna,czarny,13800
Škoda,Superb,2015,219382,1968,170,Olej Napędowy,automatyczna,czarny metalik,60500
Opel,Astra,2001,336000,1700,75,Olej Napędowy,manualna,zielony metalik,2600
BMW,Seria 5,1996,370,2500,170,Benzyna,manualna,zielony metalik,6800
Volkswagen,Sharan,2000,269368,1896,115,Olej Napędowy,manualna,granatowy metalik,7500
Kia,Sportage,2006,291,2000,141,Olej Napędowy,manualna,złoty,14500
Škoda,Octavia,2004,356000,1900,105,Olej Napędowy,manualna,czarny metalik,7000
Ford,Focus,2005,235000,1600,115,Olej Napędowy,manualna,czerwony,6900
Volkswagen,Polo,2005,256200,1360,75,Autogaz,manualna,niebieski metalik,11800
Toyota,Yaris,2009,186370,1298,100,Benzyna,manualna,srebrny metalik,18900
Nissan,Primera,2000,300000,1998,140,Benzyna,manualna,srebrny,3000
Ford,Fiesta,2012,110000,1399,1,Olej Napędowy,manualna,granatowy,19900
Kia,Venga,2010,163800,1396,90,Olej Napędowy,manualna,grafitowy metalik,16000
Ford,Galaxy,2001,280000,1900,115,Olej Napędowy,manualna,bordowy metalik,6500
Opel,Zafira,2004,207000,2000,101,Olej Napędowy,manualna,szary,6900
Renault,Laguna,2012,223500,2000,150,Olej Napędowy,manualna,czarny metalik,22000
Mercedes-Benz,CLK,2003,330000,2700,170,Olej Napędowy,manualna,granatowy,13500
Opel,Astra,2012,92000,1,120,Olej Napędowy,manualna,czerwony,27000
Citroën,Berlingo,2006,221000,1400,77,Benzyna,manualna,czerwony,4500
Chevrolet,Captiva,2011,141000,2,183,Olej Napędowy,automatyczna,szary metalik,40300
Volkswagen,Caravelle,1996,264100,1890,90,Olej Napędowy,manualna,fioletowy metalik,6900
Audi,100,1994,235210,2800,174,Autogaz,manualna,srebrny metalik,9500
Fiat,Grande Punto,2007,270000,1400,77,Benzyna,manualna,srebrny metalik,7900
Honda,FR-V,2005,240000,2200,140,Olej Napędowy,manualna,srebrny,12200
Opel,Meriva,2005,198500,1686,100,Olej Napędowy,manualna,granatowy metalik,6800
Volkswagen,Polo,1998,190000,1600,75,Autogaz,manualna,grafitowy metalik,2650
Opel,Corsa,2011,134,1390,88,Benzyna,manualna,czarny metalik,24999
BMW,Seria 3,2006,313,1,122,Olej Napędowy,manualna,szary metalik,16000
BMW,Seria 3,2000,380000,3000,231,Autogaz,manualna,srebrny metalik,13500
Ford,Focus,2008,238000,1753,115,Olej Napędowy,manualna,grafitowy,12900
Audi,A4,2004,214000,1800,163,Benzyna,manualna,czarny metalik,24900
Volkswagen,Passat,2007,300000,1900,105,Olej Napędowy,manualna,niebieski,8200
Opel,Meriva,2012,61000,1400,120,Benzyna,manualna,szary metalik,31900
BMW,Seria 1,2010,239500,1995,143,Olej Napędowy,manualna,srebrny metalik,21500
Volvo,V40,2012,179000,1600,115,Olej Napędowy,manualna,czarny metalik,36900
Volkswagen,Vento,1993,342999,1781,90,Benzyna,manualna,srebrny,5500
Citroën,C5,2007,174634,1997,136,Olej Napędowy,manualna,szary,9900
Audi,A6,1999,335000,2400,165,Benzyna,manualna,granatowy,6500
Seat,Leon,2008,167000,1900,90,Olej Napędowy,manualna,czarny metalik,22400
Opel,Corsa,2011,165000,1200,85,Benzyna,automatyczna,srebrny metalik,20500
Citroën,C4 Grand Picasso,2008,201000,1600,110,Olej Napędowy,manualna,bordowy metalik,16800
Audi,A4,2007,244,2000,140,Olej Napędowy,manualna,czarny,15000
Audi,A6,1998,161211,2800,193,Benzyna,automatyczna,grafitowy,18700
Toyota,RAV4,2004,235000,1995,116,Olej Napędowy,manualna,czarny,24900
BMW,Seria 1,2006,264,2,172,Olej Napędowy,manualna,czarny,18000
BMW,Seria 3,1998,240000,2500,170,Benzyna,manualna,szary,9500
Opel,Zafira,2008,212000,1910,120,Olej Napędowy,automatyczna,srebrny,15500
Volkswagen,up!,2012,160000,999,60,Benzyna,manualna,czerwony,16900
Audi,A4,2007,165000,1998,120,Olej Napędowy,manualna,czarny,20900
BMW,Seria 5,2008,275000,3000,197,Olej Napędowy,automatyczna,srebrny metalik,31900
